	Note ESG
Suzhou Zelgen Biopharmaceuticals Co., Ltd.	38.0
Swedencare AB	24.5
Swedish Orphan Biovitrum AB	21.1
SynAct Pharma AB	29.6
Syndax Pharmaceuticals, Inc.	24.0
Syneos Health, Inc.	17.7
Syngene International Ltd.	15.6
Synmosa Biopharma Corp.	35.7
TaiGen Biopharmaceuticals Holdings Ltd.	22.9
TaiMed Biologics, Inc.	27.4
Taisho Pharmaceutical Holdings Co., Ltd.	33.4
Takara Bio, Inc.	25.2
Takeda Pharmaceutical Co., Ltd.	21.3
Tango Therapeutics, Inc.	29.6
Tanvex BioPharma, Inc.	26.2
Taro Pharmaceutical Industries Ltd.	34.9
Tarsus Pharmaceuticals, Inc.	32.0
Tasly Pharmaceutical Group Co., Ltd.	37.8
Tecan Group AG	12.1
Telix Pharmaceuticals Ltd.	26.4
Tenaya Therapeutics, Inc.	34.3
Terns Pharmaceuticals, Inc.	37.4
Teva Pharmaceutical Industries Ltd.	20.1
TG Therapeutics, Inc.	40.9
The United Laboratories International Holdings Ltd.	26.9
Theravance Biopharma, Inc.	30.3
Thermo Fisher Scientific, Inc.	12.4
Theseus Pharmaceuticals, Inc.	29.9
Third Harmonic Bio, Inc.	34.1
Tianjin Chase Sun Pharmaceutical Co., Ltd.	38.7
Tianjin Pharmaceutical Da Ren Tang Group Corp. Ltd.	34.4
Tianjin Zhongxin Pharmaceutical Group Corp. Ltd.	36.1
Tibet Cheezheng Tibetan Medicine Co., Ltd.	34.9
Tibet Rhodiola Pharmaceutical Holding Co.	33.0
Tilray Brands, Inc.	35.9
Tong Ren Tang Technologies Co., Ltd.	32.5
Tonghua Dongbao Pharmaceutical Co., Ltd.	30.9
Tonghua Golden-Horse Pharmaceutical Industry Co., Ltd.	37.9
Torii Pharmaceutical Co., Ltd.	27.2
Torrent Pharmaceuticals Ltd.	31.4
Tourmaline Bio, Inc.	24.0
Towa Pharmaceutical Co., Ltd.	28.1
Travere Therapeutics, Inc.	28.5
Trevi Therapeutics, Inc.	31.7
Tsumura & Co.	31.3
TTY Biopharm Co. Ltd.	25.6
Tuoxin Pharmaceutical Group Co., Ltd.	38.6
Twist Bioscience Corp.	25.5
Tyra Biosciences, Inc.	27.4
UCB SA	13.7
Ultimovacs ASA	21.1
Ultragenyx Pharmaceutical, Inc.	18.0
United Therapeutics Corp.	22.0
UroGen Pharma Ltd.	29.8
Valneva SE	27.1
Vanda Pharmaceuticals, Inc.	24.8
Vaxcell-Bio Therapeutics	30.9
Vaxcyte, Inc.	35.3
Vaxxinity, Inc.	29.9
Vcanbio Cell & Gene Engineering Corp., Ltd.	27.6
Ventyx Biosciences, Inc.	29.1
Vera Therapeutics, Inc.	35.3
Vericel Corp.	25.5
Verrica Pharmaceuticals, Inc.	37.3
Vertex Pharmaceuticals, Inc.	19.6
Vétoquinol SA	29.0
Viatris, Inc.	25.4
Vicore Pharma Holding AB	30.4
Viking Therapeutics, Inc.	38.7
Vimian Group AB	21.4
Vir Biotechnology, Inc.	29.3
Virbac SA	18.9
Viridian Therapeutics, Inc.	28.8
Viva Biotech Holdings	32.6
Vivesto AB	25.6
Vor Biopharma, Inc.	30.3
Voronoi, Inc.	40.0
Walvax Biotechnology Co., Ltd.	26.9
Waters Corp.	12.8
Wave Life Sciences Ltd.	33.5
Wockhardt Ltd.	41.7
Wuhan Keqian Biology Co., Ltd.	28.9
WuXi AppTec Co., Ltd.	10.9
Wuxi Biologics (Cayman), Inc.	10.7
X4 Pharmaceuticals, Inc.	33.4
Xbrane Biopharma AB	27.5
Xencor, Inc.	31.5
Xenon Pharmaceuticals, Inc.	27.7
Xeris Biopharma Holdings, Inc.	27.4
Xiamen Kingdomway Group Co.	33.9
XOMA Royalty Corp.	26.6
Xspray Pharma AB	30.6
Y-mAbs Therapeutics, Inc.	35.0
Yabao Pharmaceutical Group Co., Ltd.	36.9
Yantai Dongcheng Biochemicals Co., Ltd.	46.3
YiChang HEC ChangJiang Pharmaceutical Co., Ltd.	36.5
Yifan Pharmaceutical Co., Ltd.	34.1
Yuhan Corp.	29.5
Yungjin Pharm. Co., Ltd.	28.5
YungShin Global Holding Corp.	38.7
Yunnan Baiyao Group Co., Ltd.	36.5
Zai Lab Ltd.	30.8
Zealand Pharma A/S	26.7
Zentalis Pharmaceuticals, Inc.	26.1
Zeria Pharmaceutical Co., Ltd.	39.0
Zevra Therapeutics, Inc.	34.6
Zhangzhou Pientzehuang Pharmaceutical Co., Ltd.	34.2
Zhejiang Ausun Pharmaceutical Co., Ltd.	32.9
Zhejiang Conba Pharmaceutical Co., Ltd.	32.4
Zhejiang Garden Biopharmaceutical Co., Ltd.	36.5
Zhejiang Hisoar Pharmaceutical Co., Ltd.	41.8
Zhejiang Huahai Pharmaceutical Co., Ltd.	39.9
Zhejiang Jingxin Pharmaceutical Co., Ltd.	39.5
Zhejiang Jiuzhou Pharmaceutical Co., Ltd.	33.0
Zhejiang Medicine Co., Ltd.	32.5
Zhejiang NHU Co. Ltd.	41.3
Zhejiang Starry Pharmaceutical Co., Ltd.	35.3
Zhejiang Tianyu Pharmaceutical Co., Ltd.	36.3
Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd.	25.7
Zhejiang Xianju Pharmaceutical Co., Ltd.	29.5
Zoetis, Inc.	15.1
Zydus Lifesciences Ltd.	29.1
Zymeworks, Inc.	29.0
